lot_area,neighborhood,overall_quality,overall_condition,year_built,basement_area,first_floor_area,second_floor_area,full_bath,half_bath,bedrooms,kitchens,garage_area,pool_area,sale_price
5400,OldTown,2,5,1940,416.0,599,0,1,0,2,1,0.0,0,59000
5400,OldTown,4,6,1920,840.0,840,534,1,0,2,1,338.0,0,105000
10800,OldTown,5,7,1920,720.0,846,0,1,0,2,1,576.0,0,106000
10800,OldTown,3,5,1890,630.0,725,0,1,1,1,1,320.0,0,78500
9671,NAmes,6,5,1969,1248.0,1248,1296,2,2,6,2,907.0,0,190000
10143,NAmes,6,7,1963,1380.0,1380,0,1,1,3,1,364.0,0,154000
11500,NAmes,6,4,1967,1040.0,1040,0,1,0,3,1,480.0,0,163000
11643,NAmes,5,5,1969,1248.0,1338,1296,2,2,6,2,968.0,0,200000
8010,NAmes,6,9,1958,951.0,951,0,1,0,2,1,480.0,0,143500
10454,NAmes,6,6,1957,1105.0,1105,0,1,0,3,1,308.0,0,135000
8712,NAmes,5,7,1957,992.0,1306,0,1,0,2,1,756.0,0,153000
17600,NAmes,6,5,1960,1478.0,1478,0,2,0,3,1,498.0,0,157500
9000,NAmes,6,6,1958,160.0,1142,0,1,0,2,1,384.0,0,113500
12144,NAmes,5,7,1949,832.0,1036,0,1,0,3,1,288.0,0,133000
8544,NAmes,3,4,1950,0.0,1040,0,2,0,2,2,400.0,0,92900
8064,NAmes,6,5,1950,795.0,765,368,1,0,3,1,900.0,0,128500
7200,NAmes,4,5,1949,0.0,1040,0,2,0,2,2,420.0,0,90000
7200,NAmes,5,4,1950,1208.0,1136,768,1,1,3,1,240.0,0,138000
7350,NAmes,5,6,1958,1041.0,1041,0,1,0,3,1,294.0,0,128000
7560,NAmes,5,6,1958,1029.0,1339,0,1,0,3,1,294.0,0,139000
7200,NAmes,5,7,1952,732.0,732,0,1,0,2,1,240.0,0,118900
8000,NAmes,5,5,1959,528.0,1183,0,1,0,3,1,288.0,0,138000
7931,NAmes,5,5,1959,1148.0,1148,0,1,0,3,1,672.0,0,132500
10800,NAmes,4,7,1949,832.0,832,629,2,0,4,1,384.0,0,133500
8064,NAmes,6,7,1948,864.0,1064,0,1,0,3,1,576.0,0,135000
7570,NAmes,6,5,1964,780.0,993,813,1,1,4,1,483.0,0,144750
8604,NAmes,5,7,1978,941.0,941,0,1,0,2,1,564.0,0,145000
7936,NAmes,6,6,1963,1045.0,1045,0,1,0,3,1,264.0,0,127000
6600,NAmes,5,5,1962,894.0,894,0,1,0,2,1,308.0,0,109500
3950,OldTown,6,8,1926,818.0,818,406,1,0,3,1,210.0,0,115000
10440,OldTown,5,6,1910,440.0,682,548,1,1,2,1,440.0,0,110000
4080,OldTown,6,8,1935,901.0,861,517,1,0,3,1,162.0,0,128900
10307,OldTown,6,5,1910,972.0,972,972,2,0,4,2,324.0,0,103500
5720,OldTown,5,6,1941,676.0,676,455,1,1,3,1,200.0,0,66500
15660,OldTown,5,8,1910,240.0,810,496,1,1,3,1,472.0,0,130000
9900,OldTown,5,8,1910,504.0,764,700,2,0,3,1,0.0,0,129000
6406,OldTown,5,6,1939,690.0,868,690,1,1,3,1,400.0,0,150000
6600,OldTown,5,4,1892,994.0,1378,994,2,0,4,2,432.0,0,107500
7627,OldTown,4,6,1920,600.0,1101,600,2,0,4,2,0.0,0,94550
7596,OldTown,5,5,1952,960.0,960,1000,2,0,4,2,400.0,0,124500
3378,OldTown,7,8,1946,651.0,707,682,1,1,3,1,240.0,0,135000
10134,OldTown,5,5,1910,801.0,801,646,1,0,3,1,0.0,0,103000
6000,OldTown,4,4,1953,936.0,936,0,1,0,2,1,576.0,0,93000
6000,OldTown,5,7,1950,768.0,768,560,1,1,3,1,308.0,0,129500
6000,OldTown,5,4,1954,811.0,811,576,2,0,3,2,256.0,0,93000
7404,OldTown,4,6,1920,861.0,861,0,1,0,2,1,288.0,0,80000
5925,OldTown,2,4,1940,0.0,612,0,1,0,1,1,308.0,0,45000
5925,OldTown,3,6,1910,600.0,600,368,1,0,2,1,0.0,0,37900
5784,OldTown,5,8,1938,190.0,886,0,1,0,2,1,273.0,0,91300
8520,OldTown,5,8,1923,624.0,792,0,1,0,2,1,287.0,0,99500
4456,OldTown,4,5,1920,736.0,736,716,2,0,2,3,0.0,0,113000
9600,OldTown,4,4,1910,677.0,833,677,2,0,3,1,720.0,0,87500
3500,OldTown,5,7,1947,720.0,720,564,1,1,2,1,240.0,0,110000
8100,OldTown,5,5,1898,849.0,1075,1063,2,0,2,3,360.0,0,106000
11700,OldTown,7,7,1880,1240.0,1320,1320,1,1,4,1,864.0,0,265979
8400,OldTown,6,7,1900,917.0,1090,917,2,0,3,1,357.0,0,160000
3600,OldTown,6,7,1917,624.0,664,624,1,0,3,1,280.0,0,119000
17671,OldTown,8,9,1882,916.0,916,826,1,1,4,1,424.0,0,168000
3300,OldTown,4,3,1910,624.0,816,0,1,0,2,1,0.0,0,58500
9000,OldTown,7,9,1920,650.0,832,650,1,0,3,1,324.0,0,143000
7200,OldTown,5,4,1910,1022.0,1022,0,1,0,2,1,280.0,0,85000
8820,OldTown,5,6,1890,1088.0,1188,561,1,0,2,1,456.0,0,124900
5400,OldTown,6,6,1920,972.0,1044,0,1,0,3,1,207.0,0,119000
9720,OldTown,6,7,1910,741.0,780,741,1,0,4,1,640.0,0,146500
7879,IDOTRR,4,5,1920,720.0,720,0,1,0,2,1,0.0,0,34900
9392,IDOTRR,3,3,1900,245.0,797,0,1,0,2,1,0.0,0,44000
21384,BrkSide,5,6,1923,1324.0,1072,504,1,1,3,1,528.0,0,223500
6615,BrkSide,6,6,1923,1022.0,1432,0,1,0,3,1,216.0,0,149000
7264,BrkSide,7,7,1925,952.0,952,596,2,1,3,1,672.0,0,205000
4960,BrkSide,5,7,1930,297.0,1001,653,2,0,3,1,336.0,0,137000
8854,BrkSide,6,6,1916,952.0,952,0,1,0,2,1,192.0,0,121000
6000,BrkSide,4,6,1936,672.0,757,567,1,0,3,1,240.0,0,128000
6000,BrkSide,6,9,1937,698.0,786,390,1,0,2,1,624.0,0,134900
6000,BrkSide,5,8,1925,884.0,884,464,1,0,3,1,216.0,0,117000
6000,BrkSide,6,6,1939,780.0,825,587,1,0,4,1,280.0,0,132500
6000,BrkSide,5,5,1924,468.0,822,320,1,0,3,1,320.0,0,93000
6000,BrkSide,6,7,1926,884.0,904,0,1,0,2,1,180.0,0,119000
6911,BrkSide,5,5,1924,1145.0,1301,0,1,0,2,1,440.0,0,100000
6120,BrkSide,5,6,1936,927.0,1067,472,1,1,3,1,576.0,0,141500
6120,BrkSide,4,7,1935,884.0,989,584,1,0,3,1,240.0,0,133000
6120,BrkSide,2,3,1936,264.0,800,0,1,0,1,1,0.0,0,60000
6120,BrkSide,5,7,1931,715.0,875,0,1,0,2,1,180.0,0,105000
6120,BrkSide,5,6,1925,960.0,995,0,1,0,2,1,264.0,0,115000
6120,BrkSide,5,6,1938,952.0,994,588,2,0,3,1,250.0,0,150000
8635,BrkSide,5,5,1925,1072.0,1072,0,1,0,2,1,1184.0,0,126500
11888,BrkSide,6,6,1916,844.0,1445,689,2,0,5,1,441.0,0,214500
11414,BrkSide,7,8,1910,728.0,1136,883,1,0,3,1,532.0,0,167500
8094,OldTown,6,6,1915,1048.0,1048,720,2,0,3,1,576.0,0,155000
2500,OldTown,7,8,1915,910.0,916,910,1,1,4,1,164.0,0,155000
9928,OldTown,7,8,1915,672.0,1272,672,2,0,3,1,216.0,0,179900
5520,OldTown,6,6,1912,755.0,929,929,1,0,5,1,0.0,0,104000
3000,OldTown,5,1,1922,1040.0,1088,1040,2,0,4,2,0.0,0,62500
6876,IDOTRR,6,5,1927,720.0,1146,784,2,0,4,1,316.0,0,149000
6240,IDOTRR,4,5,1925,780.0,848,0,1,0,2,1,539.0,0,103000
5775,OldTown,6,7,1915,483.0,741,686,1,0,3,1,379.0,0,123000
5852,OldTown,7,5,1902,1020.0,978,886,2,1,6,1,0.0,0,97500
5160,IDOTRR,6,6,1927,1204.0,1204,462,1,0,3,1,384.0,0,135000
5160,IDOTRR,4,6,1923,858.0,892,0,1,0,1,1,0.0,0,70000
10320,IDOTRR,6,7,1915,698.0,754,649,1,1,3,1,308.0,0,116000
4280,Sawyer,4,9,1946,560.0,704,0,1,0,2,1,220.0,0,88750
10800,Edwards,5,5,1987,1200.0,1200,0,3,0,3,1,0.0,0,179000
10800,Edwards,5,5,1987,1200.0,1200,0,3,0,3,1,0.0,0,179000
10547,Edwards,5,5,1978,1152.0,1152,0,2,0,2,2,252.0,0,159900
10020,Edwards,1,1,1922,683.0,904,0,0,1,1,1,0.0,0,61000
6629,Edwards,6,6,1925,672.0,697,672,2,0,3,1,300.0,0,103600
9780,Edwards,5,3,1934,585.0,687,425,2,0,4,1,226.0,0,63000
12886,Sawyer,5,6,1963,520.0,1464,0,2,0,3,1,480.0,0,175000
8816,Sawyer,5,6,1963,1121.0,1121,0,1,0,3,1,480.0,0,139000
11184,Sawyer,6,5,1978,918.0,918,765,2,1,3,1,440.0,0,172500
11625,Sawyer,5,6,1967,1052.0,1052,0,1,1,3,1,668.0,0,113500
7800,Sawyer,5,7,1967,864.0,899,0,1,0,3,1,288.0,0,130000
8014,Sawyer,6,5,1978,456.0,1034,0,1,0,3,1,504.0,0,149900
7252,Sawyer,5,5,1982,858.0,858,0,1,0,2,1,576.0,0,134900
8740,Sawyer,5,6,1982,840.0,860,0,1,0,2,1,528.0,0,137000
11616,Sawyer,5,5,1962,1092.0,1092,0,1,0,3,1,288.0,0,139000
15400,Sawyer,5,5,1961,552.0,904,611,2,0,4,1,384.0,0,165000
15312,Sawyer,6,5,1960,1138.0,1138,0,1,0,3,1,480.0,0,148000
15584,ClearCr,5,5,1956,825.0,2071,0,1,1,4,1,336.0,0,165000
9000,Sawyer,2,2,1947,0.0,660,0,1,0,2,1,0.0,0,63900
11250,ClearCr,4,5,1957,1104.0,1104,684,1,0,5,1,304.0,0,161500
25095,ClearCr,5,8,1968,1437.0,1473,0,1,0,1,1,452.0,0,143000
17140,Edwards,4,6,1956,1134.0,1229,0,1,0,3,1,284.0,0,135000
12342,Edwards,4,5,1940,861.0,861,0,1,0,1,1,539.0,0,82500
10708,ClearCr,5,5,1955,1617.0,1867,0,1,0,2,1,303.0,0,190000
13680,Edwards,3,5,1955,0.0,1733,0,2,0,4,1,452.0,0,139600
15635,Edwards,4,5,1954,0.0,1383,0,1,0,2,1,498.0,0,122000
9855,Edwards,6,5,1956,1436.0,1689,0,1,0,3,1,480.0,0,127500
9571,Edwards,5,5,1956,1073.0,1073,0,1,0,2,1,340.0,0,121500
9571,Edwards,5,3,1958,1276.0,1276,0,1,0,3,1,350.0,0,60000
9350,Edwards,6,7,1946,747.0,892,747,1,1,3,1,240.0,0,154400
9340,Edwards,4,6,1941,672.0,672,0,1,0,2,1,234.0,0,113000
7440,Edwards,5,6,1954,1089.0,1089,0,1,0,3,1,252.0,0,125000
11500,Edwards,4,3,1957,0.0,845,0,1,0,3,1,290.0,0,84000
4235,Edwards,5,5,1984,1049.0,1049,0,2,0,2,1,266.0,0,139500
11409,Edwards,5,4,1949,768.0,1148,568,1,1,3,1,281.0,0,131000
9060,Edwards,6,5,1939,560.0,698,560,1,0,2,1,280.0,0,105000
9084,Edwards,4,5,1940,755.0,755,755,1,0,4,1,296.0,0,108000
10778,SawyerW,7,6,1990,1054.0,1061,0,1,1,1,1,462.0,0,162000
19255,SawyerW,6,5,1983,520.0,1338,0,1,1,2,1,576.0,0,156500
12327,SawyerW,8,8,1983,1496.0,1496,636,1,1,1,1,612.0,0,316600
14684,SawyerW,7,7,1990,2158.0,2196,0,2,0,3,1,701.0,0,271900
9317,SawyerW,7,5,1993,740.0,1006,769,2,1,3,1,425.0,0,213000
10560,SawyerW,7,5,1993,1079.0,1079,800,2,1,3,1,473.0,0,239900
9828,SawyerW,8,5,1995,1128.0,1142,878,2,1,3,1,466.0,0,239500
26400,SawyerW,5,7,1880,0.0,1288,728,1,0,4,1,576.0,0,131000
7018,SawyerW,5,5,1979,0.0,1535,0,2,0,4,2,410.0,0,118964
7018,SawyerW,5,5,1979,1086.0,1224,0,0,2,2,2,528.0,0,153337
7018,SawyerW,5,5,1979,0.0,1114,1114,2,0,6,2,720.0,0,147983
7018,SawyerW,5,5,1979,0.0,1535,0,2,0,4,2,400.0,0,118858
7018,SawyerW,5,5,1979,0.0,1535,0,2,0,4,2,400.0,0,118858
7018,SawyerW,5,5,1979,0.0,1120,1120,2,0,6,2,528.0,0,142953
7040,SawyerW,5,5,1979,1094.0,1229,0,0,2,2,2,672.0,0,148325
7007,SawyerW,5,5,1979,0.0,1513,0,2,0,4,2,400.0,0,113722
11855,SawyerW,7,5,2000,1168.0,1168,1619,4,2,6,2,820.0,0,269500
7939,SawyerW,7,5,2000,1168.0,1168,1619,4,2,6,2,820.0,0,269500
7976,SawyerW,7,5,2000,1168.0,1168,1619,4,2,6,2,820.0,0,269500
10933,CollgCr,9,5,2009,1555.0,1680,0,1,1,1,1,1138.0,0,323262
10637,CollgCr,8,5,2007,1705.0,1718,0,2,0,3,1,826.0,0,297000
10226,CollgCr,8,5,2008,1622.0,1630,0,2,0,3,1,860.0,0,295493
10816,CollgCr,9,5,2008,1720.0,1720,0,2,0,3,1,846.0,0,332000
9178,CollgCr,8,5,2008,1468.0,1468,0,2,0,3,1,904.0,0,239900
10769,CollgCr,8,5,2007,866.0,866,902,2,1,3,1,578.0,0,212000
11422,CollgCr,8,5,2007,1838.0,1838,0,2,0,3,1,524.0,0,272500
11923,CollgCr,9,5,2007,1800.0,1800,0,2,0,2,1,702.0,0,239000
8814,CollgCr,7,5,2006,1604.0,1604,0,2,1,3,1,660.0,0,220000
6762,CollgCr,7,5,2007,1282.0,1290,0,2,0,2,1,662.0,0,200000
10324,CollgCr,8,5,2008,1254.0,1254,0,2,0,2,1,810.0,0,221800
7314,CollgCr,7,5,2007,1232.0,1232,0,2,0,2,1,632.0,0,194500
11645,CollgCr,8,5,2005,1498.0,1498,0,2,0,3,1,844.0,0,237000
11646,CollgCr,6,5,2005,704.0,704,718,2,1,3,1,440.0,0,173000
12800,SawyerW,7,5,1989,1518.0,1644,0,2,0,2,1,569.0,0,275000
16698,ClearCr,7,5,1992,1449.0,944,815,2,1,3,1,525.0,0,233500
28698,ClearCr,5,5,1967,1013.0,1160,966,2,1,3,1,538.0,0,185000
12464,CollgCr,5,5,1996,1040.0,1040,0,1,0,3,1,576.0,0,152000
9757,CollgCr,5,7,1994,990.0,990,0,1,0,3,1,440.0,0,143000
15426,CollgCr,6,5,1997,928.0,928,836,2,1,3,1,470.0,0,231500
10667,CollgCr,7,6,1996,799.0,827,834,2,1,3,1,550.0,0,212000
14753,CollgCr,7,5,1998,1463.0,1463,0,2,0,3,1,539.0,0,207000
10859,CollgCr,5,5,1994,1097.0,1097,0,1,1,3,1,672.0,0,145000
8072,CollgCr,5,5,1994,990.0,990,0,1,0,3,1,480.0,0,138000
10400,CollgCr,7,5,1998,866.0,866,913,2,1,3,1,546.0,0,197900
10335,CollgCr,7,5,1999,1490.0,1501,0,2,0,3,1,577.0,0,204000
9017,CollgCr,7,5,1999,1431.0,1431,0,2,0,3,1,666.0,0,192000
8750,CollgCr,6,5,1998,928.0,928,844,2,1,3,1,492.0,0,200000
8935,CollgCr,7,5,2002,831.0,831,829,2,1,3,1,493.0,0,195000
9808,CollgCr,7,5,2002,1573.0,1573,0,2,0,3,1,544.0,0,227000
12420,CollgCr,7,5,2001,944.0,944,896,2,1,3,1,622.0,0,230000
16285,CollgCr,7,5,2001,1413.0,1430,0,2,0,3,1,605.0,0,187100
10739,CollgCr,7,5,2002,1431.0,1444,0,2,0,3,1,577.0,0,203000
11166,CollgCr,7,5,2001,1492.0,1492,0,2,0,3,1,608.0,0,201000
8430,CollgCr,5,5,1978,1040.0,1040,0,2,0,3,1,0.0,0,124000
16269,CollgCr,5,5,1978,907.0,907,0,1,0,3,1,343.0,0,140000
6950,CollgCr,5,7,1979,914.0,914,0,1,0,2,1,444.0,0,134900
8800,CollgCr,5,7,1977,1040.0,1040,0,2,0,3,1,484.0,0,150500
7000,CollgCr,5,8,1978,864.0,864,0,1,0,3,1,336.0,0,136500
9286,CollgCr,5,7,1977,1268.0,1268,0,1,1,3,1,252.0,0,143500
15523,CollgCr,5,6,1972,864.0,864,0,1,0,3,1,338.0,0,133500
7200,CollgCr,5,5,1972,894.0,894,0,1,0,2,1,600.0,0,123000
7200,CollgCr,5,8,1972,768.0,768,0,1,0,2,1,396.0,0,133900
8445,CollgCr,5,7,1972,768.0,768,0,1,0,2,1,396.0,0,133000
11664,CollgCr,7,5,2002,1569.0,1611,0,2,0,3,1,1231.0,0,250000
12334,CollgCr,8,5,2003,1068.0,1068,1116,2,1,4,1,570.0,0,254750
11838,CollgCr,8,5,2001,1753.0,1788,0,2,0,3,1,522.0,0,236500
11885,CollgCr,8,5,2001,1299.0,1299,573,2,1,3,1,531.0,0,261500
11050,CollgCr,9,5,2000,1440.0,1476,677,2,1,3,1,736.0,0,313000
8749,CollgCr,7,5,2002,840.0,840,885,2,1,3,1,550.0,0,198500
11250,CollgCr,7,5,2001,944.0,944,926,2,1,3,1,608.0,0,211000
15750,CollgCr,8,5,1999,1462.0,1513,0,2,0,2,1,521.0,0,220000
11883,CollgCr,7,5,1996,1504.0,1504,0,2,0,3,1,478.0,0,203000
12782,CollgCr,8,5,2002,1822.0,1828,0,2,0,3,1,523.0,0,279500
8750,CollgCr,7,5,1997,1417.0,1417,0,2,0,3,1,511.0,0,210000
9375,CollgCr,7,5,1997,1057.0,1057,977,2,1,3,1,645.0,0,219500
8750,CollgCr,7,5,1996,880.0,909,807,2,1,2,1,512.0,0,191000
9100,CollgCr,7,5,2001,1212.0,1212,0,2,0,3,1,573.0,0,178000
9750,CollgCr,7,5,2000,1630.0,1630,0,2,0,3,1,451.0,0,213000
4435,CollgCr,6,5,2003,848.0,848,0,1,0,1,1,420.0,0,144000
4435,CollgCr,6,5,2003,848.0,848,0,1,0,1,1,420.0,0,140000
10200,CollgCr,8,5,2007,1578.0,1602,0,2,0,3,1,810.0,0,293200
9313,CollgCr,7,5,2004,864.0,864,864,2,1,3,1,572.0,0,190000
8487,CollgCr,7,5,2004,1500.0,1500,0,2,0,3,1,570.0,0,190000
8633,CollgCr,6,5,2005,738.0,738,738,2,1,3,1,540.0,0,173500
11069,CollgCr,6,5,2007,608.0,608,788,2,1,3,1,440.0,0,170000
8777,Edwards,4,5,1949,0.0,1126,0,2,0,2,1,520.0,0,108000
9937,Edwards,5,7,1964,1486.0,1486,0,1,0,3,1,480.0,0,167000
8877,Edwards,4,6,1938,816.0,816,0,1,0,2,1,288.0,0,100000
7301,Edwards,7,5,2003,0.0,495,1427,3,0,4,1,672.0,0,198500
7950,Edwards,6,6,1977,690.0,698,728,1,1,3,1,440.0,0,159500
10682,Edwards,4,6,1960,1014.0,1149,0,1,0,3,1,544.0,0,127000
7200,Edwards,6,6,1976,1041.0,1125,0,1,0,3,1,352.0,0,125000
13286,Edwards,9,5,2007,1698.0,1698,0,2,0,3,1,768.0,0,320000
3675,Edwards,6,5,2005,547.0,1072,0,1,0,2,1,525.0,0,145500
9405,Edwards,5,9,1947,698.0,698,0,1,0,2,1,0.0,0,118000
6410,Edwards,4,5,1959,876.0,876,0,1,0,3,1,320.0,0,85000
11767,Edwards,5,5,1950,1078.0,1368,0,1,0,3,1,195.0,0,120000
8405,Edwards,4,3,1945,0.0,1088,441,2,0,4,1,240.0,0,98000
4060,Edwards,5,8,1922,864.0,864,0,1,0,2,1,0.0,0,99900
10206,Edwards,3,3,1952,0.0,944,0,1,0,2,1,528.0,0,82000
10926,Edwards,5,5,1959,1678.0,1678,0,2,0,6,2,0.0,0,119900
11767,Edwards,5,5,1956,1150.0,1560,0,1,0,2,1,313.0,0,103500
8926,Edwards,4,3,1956,672.0,960,0,1,0,3,1,288.0,0,112000
12354,Edwards,6,8,1920,684.0,684,512,1,0,3,1,528.0,0,110000
8212,Edwards,5,6,1941,720.0,854,444,1,0,3,1,256.0,0,122000
10998,Edwards,5,5,1941,984.0,984,620,2,0,3,1,660.0,0,117000
6300,SWISU,5,4,1938,832.0,832,436,1,1,3,1,250.0,0,160000
4500,SWISU,5,5,1932,793.0,848,672,1,0,3,1,281.0,0,159434
8400,SWISU,2,5,1920,290.0,438,0,1,0,1,1,246.0,0,60000
9900,SWISU,6,7,1940,778.0,944,545,2,0,3,1,240.0,0,139500
15863,SWISU,7,3,1920,824.0,1687,998,2,1,5,1,672.0,0,197000
5707,SWISU,6,6,1935,583.0,647,595,1,1,3,1,180.0,0,105000
7804,SWISU,4,3,1928,1122.0,1328,653,2,0,4,1,576.0,0,135000
8574,Crawfor,6,8,1916,816.0,1232,0,1,0,3,1,440.0,0,147500
6171,SWISU,6,6,1925,976.0,1160,448,2,1,3,1,216.0,0,137450
7200,SWISU,7,9,1936,560.0,575,560,1,0,3,1,576.0,0,155000
7558,Crawfor,6,6,1928,896.0,1172,741,1,1,3,1,342.0,0,177000
6292,SWISU,7,7,1928,861.0,877,600,2,0,3,1,216.0,0,145000
7155,Crawfor,7,8,1918,600.0,628,600,1,0,3,1,215.0,0,137000
10918,Crawfor,7,9,1926,1276.0,1276,804,1,1,3,1,282.0,0,234000
13680,Crawfor,5,6,1940,840.0,840,727,1,1,2,1,440.0,0,205000
7500,Crawfor,6,7,1942,771.0,753,741,1,0,3,1,213.0,0,177500
9600,Crawfor,5,7,1940,728.0,976,332,1,1,2,1,256.0,0,160000
14680,Crawfor,5,4,1960,1273.0,1273,0,1,0,2,1,307.0,0,155000
13360,Crawfor,5,7,1921,876.0,964,0,1,0,2,1,432.0,0,163500
7681,Crawfor,5,6,1921,731.0,820,523,1,1,3,1,186.0,0,154900
8145,Crawfor,7,6,1940,920.0,1240,1240,2,1,5,2,400.0,0,205000
9100,Crawfor,5,6,1954,1112.0,1112,0,1,0,2,1,390.0,0,144800
12000,Crawfor,7,7,1941,704.0,860,704,1,1,3,1,234.0,0,174500
13339,Crawfor,6,6,1960,1561.0,1561,0,2,0,3,1,463.0,0,193000
15600,Crawfor,5,7,1949,1067.0,986,537,2,0,3,1,295.0,0,158000
14000,Crawfor,6,8,1950,1092.0,1152,0,1,0,3,1,300.0,0,158500
17500,Crawfor,6,5,1954,1310.0,1906,0,1,1,3,1,576.0,0,224000
1733,Blueste,6,6,1980,516.0,516,516,1,0,2,1,452.0,0,115000
1488,Blueste,6,6,1980,561.0,561,668,1,1,2,1,462.0,0,137000
1612,Blueste,6,6,1980,561.0,561,668,1,1,2,1,462.0,0,121000
1300,Blueste,6,6,1980,561.0,561,668,1,1,2,1,462.0,0,124000
13607,Crawfor,6,6,1986,572.0,1182,800,2,1,3,1,501.0,0,208000
17597,Crawfor,7,9,1971,1803.0,2365,0,2,0,3,1,551.0,0,315000
21695,Crawfor,6,9,1988,880.0,1680,0,2,0,3,1,540.0,0,222000
10690,IDOTRR,5,7,1920,672.0,672,672,1,0,3,1,468.0,0,147000
8660,IDOTRR,5,6,1900,760.0,928,928,2,0,5,1,576.0,0,123000
6402,IDOTRR,5,5,1920,596.0,596,596,1,0,3,1,189.0,0,78000
8470,IDOTRR,3,2,1915,1013.0,1013,0,1,0,2,1,0.0,0,85000
10200,IDOTRR,4,6,1925,572.0,572,0,1,0,2,1,200.0,0,75000
3843,Crawfor,8,5,2007,1596.0,1648,0,2,0,2,1,482.0,0,230000
21780,IDOTRR,2,4,1910,0.0,810,0,1,0,1,1,280.0,0,57625
10125,Mitchel,8,5,2000,1107.0,1040,1012,2,1,3,1,642.0,0,251000
12822,Mitchel,7,5,2003,1434.0,1518,631,1,1,1,1,670.0,0,239686
12118,Mitchel,7,5,2004,1710.0,1710,0,2,0,3,1,550.0,0,240000
12209,Mitchel,6,5,2001,804.0,804,1157,2,1,3,1,560.0,0,215000
9750,Mitchel,6,6,1977,902.0,926,0,1,0,2,1,351.0,0,156450
9360,Mitchel,6,7,1977,957.0,1287,0,1,1,2,1,541.0,0,173000
10125,Mitchel,5,5,1977,0.0,1302,432,2,0,4,2,539.0,0,126000
9947,Mitchel,7,5,1990,1188.0,1217,0,2,0,3,1,497.0,0,173000
11070,Mitchel,5,5,1991,1582.0,1595,0,2,0,2,1,672.0,0,152000
14375,Timber,6,6,1958,819.0,1344,0,1,0,3,1,525.0,0,137500
215245,Timber,7,5,1965,2136.0,2036,0,2,0,3,1,513.0,0,375000
12898,Timber,9,5,2007,1620.0,1620,0,2,0,2,1,912.0,0,315500
13159,Timber,7,5,2009,846.0,846,846,2,1,3,1,650.0,0,224500
13438,Timber,9,5,2008,2190.0,2036,0,2,0,3,1,780.0,0,410000
14463,Timber,9,5,2008,1641.0,1641,0,2,0,3,1,885.0,0,316500
8925,Timber,8,5,2007,1466.0,1466,0,2,0,3,1,610.0,0,201000
11457,Timber,6,5,1988,1392.0,1412,0,2,0,3,1,576.0,0,175000
9839,Timber,6,8,1980,712.0,1375,862,2,1,3,1,440.0,0,204000
14419,Timber,7,5,1987,1645.0,1479,0,2,1,3,1,578.0,0,213500
6853,Timber,8,5,2001,1267.0,1296,0,2,0,2,1,471.0,0,220000
9157,Timber,7,5,2003,912.0,1072,942,2,1,3,1,486.0,0,170000
14601,Timber,9,5,2006,1838.0,1838,0,2,0,2,1,765.0,0,315000
12633,Timber,9,5,2007,1978.0,1978,0,2,0,2,1,920.0,0,425000
12518,Mitchel,5,7,1968,1008.0,1008,0,1,0,3,1,384.0,0,139500
21750,Mitchel,5,4,1960,0.0,1771,0,1,0,3,1,336.0,0,115000
4500,Mitchel,6,5,1998,1204.0,1204,0,2,0,2,1,412.0,0,162000
4500,Mitchel,6,5,1999,1224.0,1224,0,2,0,2,1,402.0,0,165000
1596,MeadowV,4,5,1973,462.0,526,462,1,0,2,1,297.0,0,91000
9858,Mitchel,5,6,1968,864.0,874,0,1,0,3,1,288.0,0,130000
1526,MeadowV,4,8,1970,630.0,630,0,1,0,1,1,286.0,0,86000
13383,Mitchel,5,5,1969,1188.0,1404,0,2,0,3,1,504.0,0,160000
1477,MeadowV,4,4,1970,630.0,630,0,1,0,1,1,286.0,0,80000
1533,MeadowV,4,6,1970,546.0,798,546,1,1,3,1,0.0,0,97000
2217,MeadowV,4,4,1970,546.0,546,546,1,1,3,1,286.0,0,88000
7689,Mitchel,5,8,1972,796.0,796,0,1,0,2,1,336.0,0,131900
7706,Mitchel,6,5,1993,384.0,1091,0,1,0,2,1,429.0,0,131250
9101,Mitchel,5,6,1978,1097.0,1110,0,1,0,1,1,602.0,0,165500
8780,Mitchel,5,5,1985,833.0,833,0,1,0,3,1,0.0,0,112000
7669,Mitchel,5,6,1992,828.0,883,0,1,0,2,1,698.0,0,149000
14115,Mitchel,5,5,1993,796.0,796,566,1,1,1,1,480.0,0,143000
10429,Mitchel,5,5,1992,624.0,624,663,1,1,3,1,440.0,0,130000
9819,Mitchel,6,5,1977,1567.0,1567,0,2,0,2,1,714.0,0,196000
10457,Mitchel,5,7,1969,784.0,784,848,1,1,4,1,898.0,0,173000
11029,NAmes,6,8,1958,1184.0,1414,0,1,0,3,1,601.0,0,176500
12925,NAmes,6,7,1970,1205.0,2117,0,2,1,4,1,550.0,0,237500
11075,NAmes,6,5,1969,952.0,1092,1020,2,1,4,1,576.0,0,206900
8702,Gilbert,6,5,1997,926.0,926,678,2,1,3,1,470.0,0,187500
8139,Gilbert,6,5,1995,680.0,680,790,2,1,3,1,420.0,0,165000
9535,Gilbert,6,5,1998,926.0,926,678,2,1,3,1,472.0,0,195500
9042,Gilbert,6,5,1998,943.0,943,695,2,1,3,1,472.0,0,192000
15038,Gilbert,6,5,1996,916.0,916,720,2,1,3,1,386.0,0,173000
